# image-id: battle-overlay
# annotated_functions/total_functions: 862/862
# Total basis: whole-image AOT range manifest, including authenticated overlapping roots.
# sha256: 1830b4ef1fe37129972fc310dfad534f8161d6c0b123e74254c3711334a3e291
# load-address: 0x8006faf0
# identity-source: annotations/overlays/disc1-images.toml
# source-record-id: battle-image
# format: address, note

0x80070E2C, function start — BattleEventOverlayLoad; conditionally loads and enters the separate Battle Event overlay.
0x8009AA44, function start — BattleApplyDefendStance; marks the combatant as defending, removes incompatible Gear statuses, and selects the special defend effect when active.
0x8009AB00, function start — BattleClearDefendStance; removes the combatant's defending flag.
0x8009AB38, function start — BattleApplyTechniqueCostReduction; sets eligible character or Gear technique costs to one when the corresponding passive modifier is active.
0x8009AC48, function start — BattlePrepareAttackerStatusTrackers; updates attacker action trackers and clears triggers.
0x8009ADA0, function start — BattleGetPassiveEndOfTurnModifiers; computes passive HP, MP, and fuel regeneration.
0x8009AEFC, function start — BattleClearCharacterStatusForGear; clears status before character-to-Gear transformation.
0x8009AFD8, function start — BattleConsumeActionAmmunition; decrements the ammunition quantities associated with the selected action, including both required stocks for combined shots.
0x8009B098, function start — BattleInitializeReservePartyDefaults; sets party slots one and two to fixed HP, hit, evade, command, element, and presentation defaults.
0x8009B104, function start — BattleScaleCharacterHpForGear; multiplies character HP for Gear conversion with saturation.
0x8009B1E4, function start — BattleSeedDebugItemInventory; fills item identifiers 1 through 47 with quantity 99 and initializes their built-in battle effect definitions.
0x8009B46C, function start — BattleApplyCrisisAndCriticalPowerModifiers; raises attack power for low-HP party members and applies a chance-based critical multiplier controlled by attacker traits.
0x8009B684, function start — BattleSelectStatusResultAnimation; maps an applied status group and bit to the corresponding result animation code.
0x8009BAC4, function start — BattleSelectAutomatedCharacterAttack; chooses an automated basic, special, or learned deathblow attack and selects its random variant.
0x8009BD94, function start — BattleComputeGearHealing; records Gear HP recovery equal to effect power times maximum Gear HP divided by twenty.
0x8009BE0C, function start — BattlePersistPartyCombatState; writes party HP, MP, status counters, Gear HP, and fuel back to persistent state with maximum and defeat corrections.
0x8009C050, function start — BattleGetGearConditionFlags; returns flags for a Gear status modifier, critical HP below one eighth, and active Hyper mode.
0x8009C0E0, function start — BattleActivateGearHyperMode; enters Hyper mode, sets its duration to three turns, and enables the associated attack modifier.
0x8009C134, function start — BattleSelectBartPartyMask; scans the three party slots and stores the target bit belonging to Bart.
0x8009C198, function start — BattleResolveGearOrEnemyAttack; selects Gear or enemy attack data, resolves every targeted effect, applies postprocessing, and updates attack progression.
0x8009C4B4, function start — BattlePostprocessGearAttackResult; advances attack level, clears recoverable confusion, applies damage variance and reflection, and nullifies protected MP damage.
0x8009C9C4, function start — BattleFinalizeAttackContextMetadata; copies attack effect bytes into shared state, snapshots the active attack mode, and fills an empty elemental mask from attacker and target affinities.
0x8009CA90, function start — BattleSelectAttackStatsVariantForTarget; advances to an alternate attack-stat block by 0x78 for modes 12 through 14 or by 0x258 for modes 0 through 2 when the target is not a Gear.
0x8009CB68, function start — BattleMirrorDeferredStatusFlag; mirrors auxiliary flag 0x200 into active flag 0x20 for the selected combatant.
0x8009CBC4, function start — BattleResolveCurrentTargetDamage; rolls the hit outcome, computes power and defence, applies elemental, status, variance, barrier, and scaling modifiers, assigns the result type, and clamps damage to 9999.
0x8009D354, function start — BattleResolveCurrentTargetStatusEffect; attempts the configured status operation and assigns failure result 6 when the target rejects it.
0x8009D3A0, function start — BattleRollCurrentTargetHitOutcome; evaluates forced hit, immunity, accuracy, evasion, status modifiers, and random thresholds to return the target outcome code.
0x8009D948, function start — BattleComputeScaledAttackerPower; computes attack power and applies Gear output and active power-boost modifiers.
0x8009DA04, function start — BattleComputeScaledTargetDefence; computes effective defence and applies defence reduction, Gear defence, and active defence-boost modifiers.
0x8009DB54, function start — BattleApplyAttackMaskResistance; selects the highest set attack-mask bit and reduces damage by the target's corresponding resistance, reaching zero at resistance 20.
0x8009DBFC, function start — BattleTryApplyGearOrEnemyAttackStatus; rolls status accuracy, rejects immunities and conflicts, applies or clears status flags and timers, handles defence reduction and HP-fraction effects, and selects the resulting visual cue.
0x8009E268, function start — BattleClearTargetDefenceReduction; clears the current target's percentage defence reduction.
0x8009E278, function start — BattleSetGearHealingFromTargetFactor; assigns HP-healing type 2 and sets the amount to the target's Gear maximum HP multiplied by its healing factor and divided by 10.
0x8009E2EC, function start — BattleRecordGearMaximumHpHealing; assigns HP-healing type 2 and restores the current target by the ability rate times Gear maximum HP divided by 20.
0x8009E364, function start — BattleSetEtherBasedHealing; assigns HP-healing type 2 and sets the amount to attacker ether multiplied by the ability rate.
0x8009E3C8, function start — BattleSetCurrentTargetAuxiliaryEffect; sets the current target's auxiliary state to 4 and its per-target effect code to 3.
0x8009E410, function start — BattleSetFuelDamageFromAbilityRate; assigns fuel-damage type 10 and computes the amount from current Gear fuel and the ability rate.
0x8009E48C, function start — BattleSetFuelHealingFromAbilityRate; assigns fuel-healing type 11 and computes the amount from current Gear fuel and the ability rate.
0x8009E508, function start — BattleClearTargetGearRestrictions; clears the target's transient Gear restriction flags and disables command bit 0x20.
0x8009E53C, function start — BattleIsEntityMappedToActivePartyUnit; returns whether an entity identifier matches any of the active party unit's three configured identifiers.
0x8009E5C8, function start — BattlePropagateEntityPartyUnitMetadata; classifies an entity against three active-party identifiers, copies its metadata into the selected party slot, and mirrors that metadata to every Gear combatant.
0x8009E788, function start — BattleConsumeResolvedBillyAmmunition; decrements one or two indexed ammunition counters selected by the resolved attack mode and Billy's equipped ammunition identifiers.
0x8009E868, function start — BattleMapAppliedStatusToEffectCue; maps an applied status category and mask to the visual-effect cue used for the current attack.
0x8009EBA8, function start — BattleIndexMechaModelBlocks; allocates and fills an indexed pointer table over fixed-size serialized mecha model blocks.
0x8009EC4C, function start — BattleBuildMechaSkeleton; allocates a bone hierarchy, resolves parents and geometry, initializes transforms, and creates paired runtime model packets.
0x8009EF3C, function start — BattleRebuildMechaBoneTransforms; rebuilds dirty root and child transforms, propagates parent translation changes, composes hierarchy matrices, and clears dirty flags.
0x8009F1C4, function start — BattleRebuildScaledMechaBoneTransforms; rebuilds dirty hierarchical transforms with per-bone scaling, inverse parent-scale compensation, and propagated rotation and translation changes.
0x8009F5B0, function start — BattleMechaRenderEmptyHook; returns immediately without changing state or emitting geometry.
0x8009F5B8, function start — BattleRenderMechaBoneGeometry; composes view, root, and bone transforms and submits enabled geometry for every visible nonroot bone.
0x8009F708, function start — BattleFreeMechaSkeleton; frees every bone's runtime model packets and then releases the complete bone hierarchy.
0x8009F794, function start — BattleFreeMechaModelBlockIndex; optionally releases every indexed model block's runtime resources, then frees and clears the block index.
0x8009F844, function start — BattleRenderMechaAuxiliaryEffects; renders an active mecha's body, projected shadow, auxiliary meshes, animated texture tiles, and wheel trails.
0x800A0838, function start — BattleAdvanceMechaBoneAnimationTracks; advances rotation, translation, and scale tracks, decodes their update modes, handles looping or completion, releases expired tracks, marks changed bones, and returns transition flags.
0x800A1B50, function start — BattleApplyMechaKeyframePose; applies the direct-pose rotation and translation triplets to unprotected nonroot bones, using keyframe +0x0C as the rotation-triplet count and +0x0E as the translation-triplet count.
0x800A1CF4, function start — BattleCreateMechaPoseTransitionTracks; allocates timed rotation and translation tracks from current bone values to a keyframe using shortest-angle deltas and selectable interpolation.
0x800A216C, function start — BattleClearMechaBoneAnimationChannels; releases the selected rotation, translation, and scale animation channels from one indexed bone.
0x800A2234, function start — BattleCreateMechaAnimationTrackPool; allocates a fixed-capacity animation-track pool and resets every slot.
0x800A22A8, function start — BattleFreeMechaAnimationTrackPool; frees the animation-track storage and clears its allocation state.
0x800A22E8, function start — BattleResetMechaAnimationTrackPool; marks every animation-track slot free and resets the next-allocation index.
0x800A2330, function start — BattleAllocateMechaAnimationTrack; returns the next free animation-track slot and advances the allocation hint to the following vacancy.
0x800A23E8, function start — BattleReleaseMechaAnimationTrack; marks a track free and moves the allocation hint backward when the released slot precedes it.
0x800A2434, function start — BattleBindMechaKeyframeTracksOrApplyPose; in encoded mode treats keyframe +0x0C as the last descriptor index, binds at most min(+0x0C+1, runtime bone count) descriptors, and locates streams after the complete serialized descriptor array; in direct-pose mode clears transient tracks and applies pose triplets.
0x800A2704, function start — BattleBindAndPrimeMechaAnimationTracks; binds serialized bone tracks while seeding current rotations and translations from the animation's initial keyed pose.
0x800A2ACC, function start — BattleClearTransientMechaAnimationTracks; releases every bone animation track whose tag is not 0xFF and clears the corresponding channels.
0x800A2BB8, function start — BattleClearTaggedMechaAnimationTracks; releases every bone animation track carrying the requested tag and clears the corresponding channels.
0x800A2CA4, function start — BattleCreateMechaWheelTrailPool; allocates the requested wheel-trail slots plus one sentinel slot and initializes their rendering state.
0x800A2D1C, function start — BattleFreeMechaWheelTrailPool; frees all wheel-trail storage and clears its capacity and active-count state.
0x800A2D5C, function start — BattleResetMechaWheelTrailPool; resets every wheel-trail slot and configures two semitransparent textured quads per slot with fixed palette and texture-page state.
0x800A2E88, function start — BattleAllocateMechaWheelTrailSegment; allocates the next free wheel-trail segment, initializes both transform matrices, advances the free cursor, and returns a sentinel when exhausted.
0x800A2F94, function start — BattleReleaseMechaWheelTrailSegment; marks a wheel-trail segment free and rewinds the allocation cursor when the released index is earlier.
0x800A2FD8, function start — BattleDrawMechaWheelTrail; draws and advances active wheel-trail particles.
0x800A32D8, function start — BattleInitializeMechaWheelTrailEmitter; initializes a wheel-trail emitter with positions, colors, lifetime limits, and per-tick color deltas.
0x800A3484, function start — BattleDisableMechaWheelTrailEmitter; disables a wheel-trail emitter by setting its controlling index to -1.
0x800A3490, function start — BattleComputeEasedTextureEffectFrame; returns a signed frame value by adding a normalized nonnegative trigonometric term to a base value.
0x800A3514, function start — BattleAdvanceTextureEffectFrame; returns the base plus elapsed-over-duration while the result is at most 32, then returns -1 to terminate the effect.
0x800A3578, function start — BattleReverseTextureEffectFrame; returns the base minus elapsed-over-duration as a signed frame value.
0x800A35C8, function start — BattleClampDescendingTextureEffectFrame; returns the greater of the supplied floor and 32 minus elapsed-over-duration.
0x800A3640, function start — BattleCreateAnimatedEnvironmentTextureEffect; configures an environment texture effect, allocates requested working buffers, captures or synthesizes source pixels, and installs timing and interpolation controls.
0x800A3E98, function start — BattleUpdateAnimatedEnvironmentTextureTile; advances and uploads one environment tile.
0x800A429C, function start — BattleDestroyAnimatedEnvironmentTextureEffect; releases every allocated texture-effect buffer, restores tracked VRAM state when required, and marks the effect inactive.
0x800A4348, function start — BattleScaleEnvironmentTexturePixels; multiplies each source pixel by a factor over 32 and writes the scaled values into the selected environment texture region.
0x800A43F8, function start — BattleBlendEnvironmentTexturePixels; interpolates each environment texture pixel between two source buffers using a factor over 32.
0x800A44C0, function start — BattleRefreshAttachedMechaTransforms; recomputes attached positions from parent bone matrices.
0x800A4654, function start — BattleDrawEnvironment; advances animated texture tiles, rebuilds changed VRAM data, executes deferred image moves, draws environment geometry and background layers, and emits the horizon backdrop.
0x800A4820, function start — BattleUnloadEnvironmentResources; removes the environment mecha, frees texture and background resources, destroys deferred image commands, and clears their global handles.
0x800A48EC, function start — BattleDrawEnvironmentModelGeometry; composes active environment bone transforms, applies billboard modes, selects depth handling, and submits each visible geometry block.
0x800A4B3C, function start — BattleProjectPointOutsideEnvironmentCollider; scans environment collision cylinders, pushes the first penetrating XZ point onto its circumference, and reports whether a correction occurred.
0x800A4CF8, function start — BattleResolveMechaEnvironmentCollisions; pushes a mecha away from collision cylinders.
0x800A4DB8, function start — BattleDrawHorizonBackdrop; constructs Battle horizon and backdrop fan primitives.
0x800A577C, function start — BattleGetTerrainVertices; returns the active battle terrain vertex array.
0x800A578C, function start — BattleGetTerrainTriangles; returns the active battle terrain triangle table.
0x800A579C, function start — BattleFindTerrainTriangleBruteForce; scans terrain triangles for an XZ point.
0x800A5870, function start — BattleComputeTerrainHeightAtTriangle; computes plane height and returns triangle flags.
0x800A5914, function start — BattleFindTerrainTriangle; searches neighboring terrain triangles from a hint.
0x800A5A48, function start — BattleIsPointInsideTerrainTriangleXZ; performs three XZ edge tests.
0x800A5BE8, function start — BattleComputeTerrainTrianglePlaneHeight; solves a terrain plane equation for Y.
0x800A5D54, function start — BattleFindTerrainTriangleRecursive; recursively searches neighboring triangles.
0x800A5E9C, function start — BattleSetEnvironmentBackgroundColorTargets; registers the two background RGB destinations updated by environment color effects.
0x800A5EB4, function start — BattleInitializeEnvironmentColorEffects; clears color-effect slots, redirects animated environment color data, allocates working color buffers, and captures model and background colors.
0x800A6444, function start — BattleConfigureEnvironmentColorEffectSlot; enables or disables one of four color-effect slots and assigns its blend mode, strength, and RGB offsets.
0x800A64E4, function start — BattleCommitEnvironmentColorEffects; writes the working model and background colors back to active environment resources.
0x800A6884, function start — BattleApplyEnvironmentColorEffectSlot; derives a full, reduced, grayscale, black, or offset target color, blends toward the original color, clamps every channel, and copies the result.
0x800A6AE8, function start — BattleRebuildEnvironmentVramBuffer; rebuilds environment VRAM buffers after texture changes.
0x800A6F98, function start — BattleShutdownEnvironmentColorEffects; optionally uploads final color data, destroys the active texture effect, commits current colors, and frees both working buffers.
0x800A7064, function start — BattleInitializeMechaStrandMesh; decodes strand control data and allocates transformed vertices, triangle connectivity, collision volumes, lighting accumulators, and double-buffered textured packets.
0x800A7948, function start — BattleUpdateAndDrawMechaStrandMesh; deforms strand vertices from animated anchors, enforces collision radii and height limits, computes averaged normals, projects triangles, and queues visible packets.
0x800A8A88, function start — BattleFreeMechaStrandMesh; frees all vertex, connectivity, packet, and collision allocations owned by one mecha strand mesh and marks it inactive.
0x800A8B0C, function start — BattleMechaInit; resets mecha animation, loading, pointers, and model slots.
0x800A8BF0, function start — BattleInitializeMechaModelInstance; loads a mecha slot from model and animation resources, prepares textures, bones, packets, effects, attachments, scale, and initial animation state, and optionally snaps it to terrain.
0x800A9540, function start — BattleCreatePartyMechaLoadRequests; builds and starts party Gear file requests.
0x800A96B4, function start — BattleStartMechaFilePairLoading; allocates a terminated request list for paired mecha files, allocates each destination buffer, and starts the batch load.
0x800A979C, function start — BattleFinalizeMechaLoadingCommands; installs loaded mecha resources and frees temporaries.
0x800A9A50, function start — BattleRenderAndAdvanceMechas; animates, collides, and submits all active mechas.
0x800A9F94, function start — BattleUnloadAllMechas; unloads all 31 regular mecha slots and clears shared wheel-trail and animation resources.
0x800A9FF0, function start — BattleUnloadMechaSlot; releases one mecha's models, animation data, attachments, texture effects, and strand meshes, clears its slot, and recursively removes paired child slots.
0x800AA320, function start — BattleStartMechaAnimation; selects the acting mecha and target mask, disables event-camera mode, and starts or queues the requested animation.
0x800AA384, function start — BattleStartEventControlledMechaAnimation; selects the acting mecha and target mask, enables event-camera control, binds actor and target state, and starts or queues the requested animation.
0x800AA454, function start — BattleStartRemoteMechaAnimation; temporarily selects another loaded mecha, starts its requested animation outside event-camera mode, and restores the previous selection.
0x800AA514, function start — BattleAddSaturatingColorDelta; adds a scaled signed color delta with saturation.
0x800AA564, function start — BattleStartBorrowedMechaAnimation; selects a target mecha and starts an animation using another mecha's animation source.
0x800AA600, function start — BattleGetMechaRootHeight; computes scaled mecha root-bound height.
0x800AA650, function start — BattleGetMechaColliderRadius; derives a mecha collision radius from scale and bone bounds.
0x800AA6E0, function start — BattleAllocateMechaWheelTrailEmitters; allocates and clears the configured wheel-trail emitter array for a loaded mecha.
0x800AA760, function start — BattleSetMechaModelMode; updates the primary model-mode byte for a loaded mecha slot.
0x800AA788, function start — BattleSetMechaRenderingEnabled; sets the global mecha-rendering gate from the low bit of the supplied value.
0x800AA79C, function start — BattleSwapActiveMechaSlots; disables the first slot, enables the second slot, and exchanges their loaded mecha instances.
0x800AA7DC, function start — BattleGetNextMechaLoadCommandType; scans loading commands from a supplied index, skips 0xF7 entries, and converts the 0xFF terminator to 0xFE.
0x800AA820, function start — BattleSelectTextureEffectFrameCalculator; returns the linear-rise, linear-fall, clamped-fall, or trigonometric frame calculator selected by the mode.
0x800AA898, function start — BattleResetMechaAnimationState; resets animation streams, motion accumulators, attachment state, timers, target data, and deferred rotation values to their defaults.
0x800AA934, function start — BattleStartOrQueueMechaAnimation; selects the requested animation stream, resets playback state and motion, starts interpretation immediately when idle, or appends the request to the pending queue.
0x800AAA20, function start — BattleAdvanceMechaAnimationAndEffects; updates terrain placement and bone animation, processes timed effects, advances animation bytecode, and returns the accumulated visibility mask.
0x800AAB34, function start — BattleUpdateAttachedMechaBaseTransform; inherits parent visibility, composes the selected parent-bone transform, and updates the attached mecha's root orientation and position.
0x800AAD54, function start — BattleInterpretMechaAnimationBytecode; advances mecha motion and executes animation commands for waits, branches, transforms, targeting, effects, sounds, textures, resource loading, attachments, child instances, and playback control.
0x800ADF1C, function start — BattleSetOrInterpolateMechaBoneRotation; applies rotation immediately for durations below two ticks or schedules shortest-path interpolation from the current angles to the requested angles.
0x800AE098, function start — BattleCreateMechaTargetMovementTrack; creates or reuses a movement track from the current root position to a target, with duration derived from distance and the requested movement mode.
0x800AE1BC, function start — BattleInitializeMechaAnimationEventStream; initializes, disables, or configures looping for a timed mecha animation event stream.
0x800AE220, function start — BattleGetMechaAnimationSoundBankPrefix; selects the requested mecha, alternate, global, or event sound bank and returns its packed sound identifier prefix.
0x800AE2A4, function start — BattleAdvanceMechaAnimationEventStream; executes events scheduled for the current animation frame, advances the stream and timeline, and restarts looping streams at their configured boundary.
0x800AEEEC, function start — BattleStopMechaAnimationEventStream; disables further processing of the active mecha animation event stream.
0x800AEEF8, function start — BattleGetMechaTargetDistance; returns the three-dimensional distance between the current mecha root position and its stored target position.
0x800AEF68, function start — BattleResolveMechaTargetPosition; resolves a symbolic target and optional bone into world coordinates, updates the stored target position, and synchronizes an active movement track.
0x800AF180, function start — BattleReleaseMechaBoneTracksRecursive; disables one bone, releases its three interpolation tracks, and recursively performs the same cleanup for attached child bones.
0x800AF270, function start — BattleTransferChildBoneVisibility; moves enabled child-bone visibility flags from one bone array to the corresponding entries in another.
0x800AF2C4, function start — BattleProjectMechaOffsetOntoAxis; transforms two points, normalizes their displacement, projects a vector onto it, and returns the projection scaled by the supplied divisor.
0x800AF400, function start — BattleGetFirstMechaEventTarget; returns the first set index in the active mecha event target mask, or 13 when the mask is empty.
0x800AF438, function start — BattleResolveMechaTargetSelector; converts a literal or symbolic mecha target selector into its entity index and single-bit target mask.
0x800AF518, function start — BattleResolveMechaAnimationKeyframe; resolves an animation keyframe pointer, deriving and recording the context-sensitive animation index when requested.
0x800AF678, function start — BattleCreateMechaVectorInterpolationTrack; creates or reuses a position, rotation, or scale interpolation track with absolute or relative endpoints and optionally propagates it to attached child bones.
0x800AFA98, function start — BattleSetMechaBoneVisibilityRecursive; sets one bone's visibility flag and optionally propagates the setting to attached child bones.
0x800AFB4C, function start — BattleSpawnMechaBoneAttachedEffect; spawns an effect at a mecha-relative position and optionally configures it to follow a selected bone while retaining its normal update behavior.
0x800AFC68, function start — BattleUpdateMechaBoneAttachedEffect; transforms a stored local offset through the selected mecha bone, updates the effect's world position, and then performs its retained update behavior.
0x800AFD98, function start — BattleSetMechaBoneVectorChannel; sets or adds a position, rotation, or scale vector, marks the bone dirty, and optionally propagates the change to attached child bones.
0x800AFF9C, function start — BattleSnapMechaBoneToTerrain; snaps a mecha root to the selected terrain triangle.
0x800B0060, function start — BattleReleaseMechaAnimationResource; stops an associated sound bank when active, frees the loaded animation resource, and clears its retained pointers.
0x800B00D0, function start — BattleClearMechaEventPointerArray; clears nine mecha event pointers.
0x800B00F4, function start — BattleReleaseMechaEventTracks; releases all nine mecha event interpolation tracks and clears the event-track pointer array.
0x800B0164, function start — BattleSetMechaEventKeyframeTrack; allocates or reuses one of nine event tracks and fills its interpolation type, endpoints, target selector, and duration unless event updates are suppressed.
0x800B026C, function start — BattleUpdateMechaEventAnimation; advances camera and target event keyframes.
0x800B0AB4, function start — BattleIsPointInsideCameraTerrainBounds; tests whether a point's X and Z coordinates lie strictly inside the configured camera terrain bounds.
0x800B0B14, function start — BattleSampleTerrainAheadOfCamera; projects a point forward along the eye-to-target direction, searches or reuses its terrain triangle, and returns the cached terrain height.
0x800B0D70, function start — BattlePushCameraPointOutsideMechas; detects vertical and horizontal overlap with active mechas, pushes the point to the largest intersecting collision boundary, and returns the selected mecha index plus one.
0x800B0FF4, function start — BattleResolveCameraLineMechaCollision; derives a normalized XZ direction between two camera points and pushes the second point outside intersecting mecha collision bounds.
0x800B10EC, function start — BattlePushMechaAway; enforces minimum XZ separation from a world point.
0x800B12D0, function start — BattlePassesMechaEventTypeFilter; tests an entity's battle type against the corresponding event filter bit, while accepting an empty filter unconditionally.
0x800B136C, function start — BattleWaitForMechaAnimationsAndLoads; renders frames until mecha animations and effects finish, then waits for pending media activity and releases retained animation resources.
0x800B14B8, function start — BattleEnableMechaGroundShadows; enables projection of mecha ground-shadow quads during rendering.
0x800B14CC, function start — BattleDismissOtherPartyMechas; starts dismissal animation 5 for every party mecha except the selected slot, renders until they settle, and then releases those mechas.
0x800B15D8, function start — BattleActivateCustomPolySubBuffer; copies the indexed custom-polygon descriptor into active state, relocates its internal offsets when needed, resets packet iteration, and returns its packet count.
0x800B168C, function start — BattleGetCustomPolySubBuffer; resolves an indexed custom-polygon sub-buffer.
0x800B16A4, function start — BattleGetCustomPolyPacketBufferSize; computes runtime packet storage size.
0x800B16F0, function start — BattleAdvanceCustomPolyPacketCursor; increments the active packet index and advances the serialized packet cursor by the current packet's encoded length.
0x800B1720, function start — BattleCopyCustomPolyPackets; converts serialized primitives into runtime GPU packets.
0x800B1EA0, function start — BattleScaleCustomPolyVerticesOnce; left-shifts every custom-polygon vertex coordinate by the requested amount and marks the vertices to prevent repeated scaling.
0x800B1F0C, function start — BattleAppendCustomPolyDrawModePacket; allocates an eight-byte GPU draw-mode packet when space remains, copies the active draw state, and inserts it into the requested ordering-table entry.
0x800B1F10, function start — BattleAppendCustomPolyDrawModePacketContinuation; continues draw-mode packet insertion after destination preservation and therefore requires the preserved destination in inherited temporary state.
0x800B1F6C, function start — BattleRenderCustomPolyBuffer; transforms and emits indexed custom polygons.
0x800B2AEC, function start — BattleTintCustomPolyPacketColors; transforms every supported packet's vertex colors by three channel factors, substitutes neutral colors where required, and mirrors the results into both runtime packet buffers.
0x800B3348, function start — BattleCustomPolyPrimaryNoOp; returns immediately without changing runtime state.
0x800B3350, function start — BattleCustomPolySecondaryNoOp; returns immediately without changing runtime state.
0x800B3358, function start — BattleUpdateSceneShake; interpolates the shake amplitude toward its target, alternates its sign every two updates, publishes the scene offset, and completes when both amplitude and duration reach zero.
0x800B3588, function start — BattleDeleteSceneShake; unregisters and frees the active scene-shake task and clears its global handle.
0x800B35C0, function start — BattleCreateOrRetargetSceneShake; creates the shared scene-shake task or preserves its current amplitude as the start of a new interpolation.
0x800B3658, function start — BattleSetEventCameraTarget; creates an interpolated event camera target.
0x800B36BC, function start — BattleFaderUpdate; interpolates fader colors and completes black fades.
0x800B383C, function start — BattleFaderDelete; unregisters and frees the Battle fader task.
0x800B3878, function start — BattleFaderDraw; emits the fullscreen semitransparent fader packets.
0x800B3934, call site — Battle fader completes its GPU draw-state packet.
0x800B393C, instruction site — captures the completed authenticated Battle POLY_F4 fader packet.
0x800B3948, call site — inserts the Battle fader quad into the ordering table.
0x800B3950, return site — resumes after inserting the Battle fader quad.
0x800B3958, call site — inserts the Battle fader draw-state packet.
0x800B3960, return site — resumes after inserting the fader draw-state packet.
0x800B3974, return site — returns from BattleFaderDraw.
0x800B397C, function start — BattleCreateAlternateFader; creates a fader using the alternate packet buffer.
0x800B39A0, call site — alternate-buffer wrapper invokes BattleCreateFader.
0x800B39A8, return site — resumes after alternate fader creation.
0x800B39C0, function start — BattleCreateFader; creates or retargets the Battle fader task.
0x800B3AD4, call site — registers the Battle fader draw callback.
0x800B3AD8, instruction site — materializes the BattleFaderDraw callback address.
0x800B3ADC, return site — resumes after Battle fader callback registration.
0x800B3B6C, function start — BattleIsFaderComplete; reports completion when no fader exists or returns the active fader's completion flag.
0x800B3B94, function start — BattleUpdateEnvironmentLightingFade; linearly interpolates the current lighting level toward its target and completes a zero-level fade when its duration expires.
0x800B3C2C, function start — BattleDeleteEnvironmentLightingFade; releases lighting-fade resources, unregisters and frees the task, clears its handle, and restores normal environment lighting state.
0x800B3C74, function start — BattleApplyEnvironmentLightingFade; updates lighting override slot zero when the interpolated level changes, applying the configured mode, intensity, and RGB values.
0x800B3CD4, function start — BattleCreateOrRetargetEnvironmentLightingFade; creates or retargets the shared lighting fade with a target level, duration, mode, and RGB values, then performs its initial update.
0x800B3E04, function start — BattleCopyStagedMechaTexturesToSlots; copies three fixed 64-by-256 VRAM texture bands into the three configured mecha texture slots.
0x800B3F04, function start — BattleSpriteAnimationCommandDispatcher; executes animation-event commands.
0x800B4EDC, function start — BattleStageSpriteTileAndPalette; copies the current sprite's eight-by-eight-word texture rectangle and sixteen-entry palette into fixed scratch VRAM locations.
0x800B4F88, function start — BattleBuildFrameAttachmentTransform; builds a world-space transform from a selected sprite frame point with scale, mirroring, translation, and orientation applied.
0x800B50D4, function start — BattleBuildTrailFrameControlPoints; reads five configured frame vertices, applies sprite scale and horizontal mirroring, and writes local trail control points.
0x800B51B0, function start — BattleDrawSpriteTrailSegment; projects two distinct 3D points and appends a camera-facing textured ribbon segment with the active trail render state.
0x800B5588, function start — BattleUpdateSpriteTrail; refreshes frame control points, smooths the trailing points toward their predecessors, and ends tracking when the source state becomes invalid.
0x800B56E4, function start — BattleDrawSpriteTrail; prepares the source sprite render state and emits the connected segments of its stored trail.
0x800B572C, function start — BattleCreateSpriteTrail; allocates a trail tracker, captures its source and rendering parameters, and initializes both control-point buffers.
0x800B57E4, function start — BattleMeasureTargetDistance; calculates the three-dimensional distance between the sprite position and its target position.
0x800B5854, function start — BattleUpdateDistanceThresholdMonitor; detects the configured distance-threshold crossing and completes when the movement or animation state terminates.
0x800B5924, function start — BattleCreateDistanceThresholdMonitor; allocates and initializes a tracker for a sprite's distance from its target.
0x800B59BC, function start — BattleResolveFramePointOffset; resolves a selected frame point into a scaled and horizontally mirrored local offset.
0x800B5AC4, function start — BattleResolveWorldFramePoint; adds the sprite position to a resolved frame-point offset to produce world coordinates.
0x800B5B3C, function start — BattleUpdateAttachmentPointFollower; moves a linked sprite by the changing delta between two selected attachment points and stops when either source state ends.
0x800B5C18, function start — BattleCreateAttachmentPointFollower; allocates a follower and initializes the packed source and destination attachment-point selections.
0x800B5CC0, function start — BattleUpdateTargetRelativeOffset; rotates a local movement offset, adds it to the target position, and updates the sprite's world position.
0x800B5DC4, function start — BattleEnableTargetRelativeOffset; switches the sprite into target-relative positioning mode and installs its position updater.
0x800B5DF4, function start — BattleDrawMovementStreak; projects the sprite and a velocity-offset endpoint to draw a line along its recent movement.
0x800B5FBC, function start — BattleEnableMovementStreak; installs the self-motion streak renderer and configures its sprite size.
0x800B6004, function start — BattleDrawTargetLinkStreak; projects a sprite and its linked target to draw a line between their positions.
0x800B61B0, function start — BattleEnableTargetLinkStreak; installs the linked-target streak renderer and configures its sprite size.
0x800B61F8, function start — BattleLoadScriptedEffectFragments; loads effect fragments selected by a script byte through a temporary scratch buffer.
0x800B626C, function start — BattleUnloadAuxiliaryEffectSlot; releases the resources assigned to auxiliary effect slot 11 through temporary scratch storage.
0x800B62C8, function start — BattleInitializeAuxiliaryEffectSlot; loads a selected variant into auxiliary effect slot 11 for an entity mask and initializes it at the supplied coordinates.
0x800B639C, function start — BattleStartScriptedVisualInterpolation; resolves a relative six-byte parameter block and starts the configured timed visual interpolation.
0x800B63F0, function start — BattleSpawnEffectFromScriptBlock; resolves a relative effect descriptor and spawns it with all optional offsets and modifiers cleared.
0x800B6438, function start — BattleRestoreDefaultSpriteMotion; reinstalls the standard sprite update callback.
